age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
44.0, Private,210580.6, Prof-school,9.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,161611.0, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
32.0, Private,224714.44, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,73.10591, Peru, <=50K
33.0, Private,157289.9, Assoc-acdm,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,198670.31, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,226054.22, Some-college,10.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,200083.69, Some-college,13.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,230101.72, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
48.0, Never-worked,157751.4, Assoc-acdm,13.0, Married-spouse-absent, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,176307.89, Some-college,15.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,158542.06, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,143152.88, Masters,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
28.446917, Private,198217.73, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,207722.45, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
34.0, Private,153329.3, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,72.0, Peru, <=50K
38.0, Private,228157.94, 10th,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,206805.11, Some-college,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,199102.39, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
54.0, Private,147272.75, Some-college,13.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,37.0, Peru, <=50K
41.0, Private,169774.39, Assoc-acdm,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,174182.97, Assoc-acdm,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,70.0, Peru, <=50K
34.0, Private,217873.34, Assoc-acdm,14.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,173597.81, Masters,14.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,80.0, Peru, <=50K
46.0, Private,154626.5, Masters,14.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,154159.56, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
37.0, Private,241374.48, Prof-school,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,209465.0, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,161477.11, 7th-8th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,192836.34, 10th,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,214014.02, Masters,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,188262.14, Some-college,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.61171, Private,207243.97, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,36.0, Peru, <=50K
32.0, Private,230611.8, Prof-school,13.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
49.0, Private,167411.64, 10th,14.0, Never-married, Exec-managerial, Not-in-family, White, Female,0.0,0.0,30.0, Peru, <=50K
25.0, Private,208587.62, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,168003.27, 10th,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,64.3286, Peru, <=50K
25.0, Private,174532.3, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,177138.2, Masters,13.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,218704.17, Masters,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,222663.8, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,251838.0, Assoc-acdm,9.0, Never-married, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
57.0, Private,225969.12, Prof-school,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,226838.17, Assoc-acdm,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,157131.38, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Female,0.0,0.0,37.0, Peru, <=50K
41.0, Private,229060.6, 10th,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,208794.08, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
47.0, Private,269777.34, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,20.0, Peru, <=50K
36.0, Private,236062.83, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,199649.42, Masters,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,216962.36, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,239354.39, Some-college,13.0, Never-married, Protective-serv, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,208201.98, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
35.0, Private,165802.17, Masters,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,162383.84, Prof-school,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,210741.1, 10th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Never-worked,142990.88, Some-college,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,212465.75, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,217959.33, Masters,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,159180.12, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
34.0, Private,176500.64, Assoc-acdm,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,190473.95, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,216331.36, Prof-school,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,166052.27, Masters,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,218942.39, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
60.0, Never-worked,162511.77, Assoc-acdm,13.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,72.0, Peru, <=50K
31.632683, Private,166242.14, Some-college,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,250487.78, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
25.0, Private,221115.03, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,214528.27, Assoc-acdm,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,216497.48, 10th,14.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,260789.56, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
47.0, Private,267634.34, Some-college,9.869374, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,38.0, Peru, <=50K
31.0, Private,256222.06, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
32.0, Private,283842.88, Masters,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,164887.86, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,236760.14, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,195544.83, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,158279.39, Prof-school,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,237636.75, Assoc-acdm,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,185272.36, Some-college,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,238297.4, Assoc-acdm,9.0, Divorced, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,268967.3, Prof-school,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
46.0, Private,175933.16, 7th-8th,10.0, Divorced, Protective-serv, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
42.0, Private,148514.62, Assoc-acdm,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
60.24298, Private,158970.11, Prof-school,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,25.0, Peru, <=50K
31.59963, Private,216781.73, Assoc-acdm,10.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,155734.64, 10th,9.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,273689.28, Assoc-acdm,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,252896.78, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,160054.22, Masters,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
47.0, Private,172024.14, Some-college,9.0, Never-married, Priv-house-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,215592.08, Prof-school,9.0, Married-spouse-absent, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,158733.81, Some-college,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,38.0, Peru, <=50K
32.0, Private,232960.7, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Never-worked,186080.1, Masters,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0.0,0.0,40.0, Peru, >50K
29.0, Private,226118.45, Some-college,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,156006.45, 10th,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,193199.45, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
25.0, Private,204313.34, Assoc-acdm,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,231051.25, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,187513.77, Masters,14.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,239388.75, Masters,9.0, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, Peru, >50K
40.0, Private,213706.36, Prof-school,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, State-gov,201046.97, Some-college,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,198934.86, Assoc-acdm,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Female,0.0,0.0,40.0, Peru, >50K
32.308243, Private,200313.67, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
48.0, Private,208257.31, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
61.883995, Private,262315.84, 10th,13.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,216070.34, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,267204.72, Some-college,9.0, Never-married, Protective-serv, Other-relative, White, Male,0.0,0.0,45.0, Peru, <=50K
35.0, Private,256842.44, Masters,13.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,70.0, Peru, <=50K
40.0, Private,259936.23, Prof-school,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,143210.95, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,137645.62, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
37.0, Private,173172.44, 7th-8th,16.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
60.0, Private,245429.17, 10th,14.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
42.0, Private,246861.67, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,161051.98, Masters,13.0, Married-AF-spouse, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,149620.58, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Never-worked,205773.27, Masters,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,158086.25, Assoc-acdm,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,52.18365, Peru, <=50K
42.0, Private,223045.77, Masters,9.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,30.0, Peru, <=50K
41.0, Private,209276.16, Masters,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,200560.8, Some-college,10.0, Never-married, ?, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,167981.86, Prof-school,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,149650.69, Masters,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
52.0, Private,265116.22, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,155333.92, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,230724.2, Some-college,11.0, Never-married, Protective-serv, Not-in-family, White, Female,0.0,0.0,35.0, Peru, <=50K
41.0, Private,160394.86, 10th,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
44.0, Private,201855.39, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,149225.1, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
44.0, Private,212788.67, Assoc-acdm,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
41.0, Private,174077.4, Assoc-acdm,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,213826.77, 10th,9.0, Never-married, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,234781.53, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,37.002525, Peru, <=50K
41.0, Private,207143.42, Masters,10.0, Never-married, Handlers-cleaners, Husband, White, Male,0.0,0.0,50.0, Peru, <=50K
66.0, Private,152609.38, Masters,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,235026.4, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,229050.97, Some-college,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,202954.53, Some-college,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,247456.56, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
44.0, Private,223799.78, Masters,9.0, Married-AF-spouse, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,194742.45, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,152145.81, 10th,14.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,206610.9, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,238929.08, Masters,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
22.0, Private,223182.9, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,188459.53, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,177276.08, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,152300.19, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,148706.47, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.418537, Private,247837.3, 10th,9.0, Never-married, Protective-serv, Not-in-family, White, Female,0.0,0.0,38.588097, Peru, <=50K
35.0, Private,172392.88, Masters,11.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
